DOI	Title	Authors	Abstract	Journal	Date
10.1001/jamanetworkopen.2025.33815	olfactory dysfunction infection recover adult cohort	Horwitz LI; Becker JH; Huang W; Akintonwa T; Hornig-Rohan MM; Maranga G; Adams DR; Albers MW; Ayache M; Berry J; Brim H; Bryan TW; Charney AW; Clark RA; Cortez MM; D&#x27;Anza B; Davis H; Donohue SE; Erdmann N; Flaherman V; Fong TG; Frontera JA; Goldberg MP; Goldman JD; Harkins MS; Hodder SL; Jacoby VL; Jagannathan P; Jia X; Kelly JD; Krishnan JA; Kumar A; Laiyemo AO; Levitan EB; Martin JN; McCaffrey KM; McComsey GA; Metz TD; Murthy G; Nguyen H; Okumura M; Parry S; Parthasarathy S; Patterson TF; Peluso MJ; Sorochinsky C; Walker T; Wiegand SL; Wiley Z; Wisnivesky J; Ashktorab H; Foulkes A; Lee-Iannotti JK	importance olfactory dysfunction is common infection ha been associated cognitive loss other condition formal testing is needed to characterize presence severity pattern olfactory dysfunction objective to characterize olfactory dysfunction infection design setting participant prospective cohort study included adult enrolled researching covid to enhance recovery recover study all random sample change loss smell taste were offered olfactory testing performed site state territory participant included enrollee prior infection change loss prior infection change loss taste who underwent olfactory testing mean sd day index date data were collected october to june exposure infection main outcome measure olfactory function defined performance university pennsylvania smell identification test upsit test comprising unique odor result study included participant mean sd age year data available were female intersex infected participant change loss had hyposmia upsit including severe microsmia anosmia infected participant change loss had hyposmia including severe microsmia anosmia participant prior infection change loss scored upsit percentile compared percentile change loss prior known infection respectively younger woman had score corresponding to lower mean percentile participant who change loss smell abnormal upsit score more often reported cognitive problem normal upsit score conclusion relevance cohort study participant change loss smell taste wa accurate signal verified hyposmia high rate hyposmia reported change loss wa also observed formal smell testing may be considered prior infection to diagnose occult hyposmia counsel patient risk	JAMA Netw Open	02/09/2025
10.1038/s41581-025-01004-6	immunology sepsis translating new insight clinical practice	Kox M; Bauer M; Bos LDJ; Bouma H; Calandra T; Calfee CS; Chousterman BG; Derde LPG; Giamarellos-Bourboulis EJ; Gómez H; Netea MG; Ostermann M; van der Poll T; Scicluna BP; Seymour C; Shankar-Hari M; Shapiro N; Singer M; Venet F; Vlaar APJ; van Vught LA; Weis S; Joost Wiersinga W; Pickkers P	sepsis is defined organ dysfunction caused dysregulated host response to infection treatment that influence dysregulated host response are sparse immunopathophysiology sepsis entail overzealous inflammation causing acute organ dysfunction a well profound persistent response that increase susceptibility to secondary infection immune response sepsis is influence various endogenous exogenous factor including genetic makeup age sex comorbidities metabolism prior microbial exposure medication consequent heterogeneity syndrome hamper immunomodulatory treatment strategy that rely approach precision medicine approach is therefore warranted balanced application strategy is instrumental to achieve precision medicine phenotyping patient using clinical physiological microbiological molecular omics data enables identification more homogeneous patient subgroup several study suggest such approach can be used to tailor adjunctive immunomodulatory therapy patient sepsis a well repurposing existing drug to treat sepsis new drug aimed restoring immune homeostasis are investigation new clinical trial methodology including flexible platform trial bayesian statistic embedding trial health care system are increasingly being used to keep pace rapid development field sepsis immunobiology ultimately to improve clinical outcome	Nat Rev Nephrol	24/09/2025
10.1016/S0140-6736(25)01438-2	future type diabetes therapy	Ziegler AG; Cengiz E; Kay TWH	treatment type diabetes is entering transformative era teplizumab first immunotherapy treatment to delay onset clinical type diabetes ha been approved food drug administration other therapy show promise preserving function public health screening using islet autoantibody is expanding enabling earlier diagnosis reducing diabetic ketoacidosis allowing timely introduction treatment need insulin therapy replacement is shifting traditional transplantation organ donor islet pancreas to stem cell bioengineering method such encapsulation gene editing to create hypoimmune cell could reduce need immunosuppression that ha hampered replacement stem cell open door to personalised therapy innovation have been made available to small number patient scaling to widespread use remains challenge meanwhile glucose regulation is improving use automated insulin delivery system that combine glucose monitoring insulin pump insulin that are ultrarapid ultralong improve outcome minimising blood sugar fluctuation together breakthrough offer renewed hope improving management quality life people living type diabetes	Lancet	19/09/2025
10.1002/alz.70730	deficiency permit development lewy body dementia coexisting aβ pathology	Gao TY; Wang XZ; Xie YH; Wang T; Lu YB; Huang LL; Chen C; Zhang M; Ma X; Chen YL; Liang FX; Lou ZL; Li JS; Yu YF; Wu JB; Ma XR; Wang HL; Tang C; Zhang WP	introduction dementia lewy body dlb prevalent neurodegenerative dementia involves aggregate frequent amyloid beta aβ mechanistic driver remain unclear method crossed knockout mouse assessed behavioral pathological phenotype resulting animal also performed biochemical biophysical characterization kinase phosphorylation result dlb brain show deficiency aβ mirroring human dlb patient mouse spontaneously develop lewy pathology endogenous level affecting central peripheral nervous system heterogeneous phenotype mechanistically phosphorylates suppressing aggregation moreover level are correlated expression activity human brain discussion deficiency synergizes aβ to promote lewy pathology loss protective phosphorylation model recapitulates key dlb feature overexpression offering valuable tool future mechanistic therapeutic study highlight kinase deficiency reduced expression impaired activity is found human dementia lewy body dlb patient amyloid beta aβ specifically phosphorylates inhibiting aggregation preventing development lewy pathology mouse model recapitulates key feature human dlb exhibiting widespread lewy pathology heterogeneous phenotype alteration emerge novel genetic risk factor dlb opening new avenue diagnosis therapeutic intervention	Alzheimers Dement	01/09/2025
10.1038/s41467-025-63395-1	clinical implication bone marrow adiposity identified association mendelian randomization uk biobank	Xu W; Mesa-Eguiagaray I; Morris DM; Wang C; Gray CD; Sjöström S; Papanastasiou G; Badr S; Paccou J; Wang L; Li X; Timmers PRHJ; Timofeeva M; Semple SI; MacGillivray T; Theodoratou E; Cawthorn WP	bone marrow adiposity change diverse disease full scope are directly influenced marrow adiposity remains unknown to address previously measured bone marrow fat fraction femoral head total hip femoral diaphysis spine uk biobank participant here first use data phewas to identify disease associated marrow adiposity site reveals association incident disease disease category including osteoporosis fracture type diabetes cardiovascular disease cancer other condition that burden public health worldwide intriguingly type diabetes associate positively spine bone marrow adiposity negatively marrow adiposity femoral site then establish prss based snp use mendelian randomization to explore causal association marrow adiposity disease reveals that genetic predisposition to increased marrow adiposity is positively associated osteoporosis fracture mendelian randomization further suggests increased marrow adiposity diaphysis total hip is causally associated osteoporosis finding substantially advance understanding how marrow adiposity impact human health highlight potential biomarker therapeutic target diverse human disease	Nat Commun	23/09/2025
10.1038/s41586-021-03279-8	centromere are dismantled foundational meiotic protein	Hou H; Kyriacou E; Thadani R; Klutstein M; Chapman JH; Cooper JP	meiotic process are potentially dangerous to genome stability could be disastrous activated proliferative cell here show two key protein topoisomerase which form break meiotic cohesin can dismantle centromere dismantlement is normally observable only mutant cell that lack telomere bouquet which provides nuclear microdomain conducive to centromere reassembly however overexpression lead to level centromere dismantlement that can not be countered bouquet specific nucleosome remodelling factor mediate centromere dismantlement ectopic expression protein proliferating cell lead to loss mitotic kinetochore fission yeast human cell hence centromeric chromatin ha been characterized extraordinarily stable challenge stability may jeopardize kinetochore cancer that express meiotic protein	Nature	01/03/2021
10.1038/s41418-025-01584-7	novel lncrna modulates neural pyroptosis associated epilepsy stabilizing	Wang H; Wu L; Liu C; Zhao X; Cui L; Gao J; Zhang C; Du T; Shi L; Ji Y; Xiao Y; Zhang J; Tu W; Meng F; Han C	pyroptosis is strongly associated refractory epilepsy however underlying mechanism remain poorly understood increasing evidence ha shown long noncoding rna lncrnas participate various neurological disorder process regulating programmed cell death study identified novel lncrna screening which suppresses neural pyroptosis epilepsy demonstrated is aberrantly underexpressed hippocampus cortex epilepsy patient phenomenon that wa validated various mouse rat epilepsy model sirna viral manipulation experiment confirmed inhibits neuronal pyroptosis vivo vitro exerts antiepileptic effect mechanistically act scaffold to modulate protein stabilization enhancing ubiquitination thereby inhibiting neural pyroptosis suppression inflammasome signalling additionally downstream cytokine pyroptosis inhibit expression activation shared pathway pathway forming feedback loop finding identify critical regulator neural cell pyroptosis promising therapeutic target refractory epilepsy	Cell Death Differ	22/09/2025
10.1002/jev2.70164	sphingolipids extracellular vesicle released skeletal muscle plasma membrane control muscle stem cell fate muscle regeneration	Hakkar R; Brun CE; Leblanc P; Meugnier E; Berger-Danty E; Blanc-Brude O; Tacconi S; Jalabert A; Reininger L; Pesenti S; Calzada C; Gache V; Vasan SB; Pichon J; Larcher T; Errazuriz-Cerda E; Cassin C; Sung BH; Weaver A; Bongiovanni A; Rouger K; de Barros JP; Bouzakri K; Rome S	extracellular vesicle ev represent pathway which skeletal muscle skm cell influence fate neighbouring cell thereby regulating skm metabolic homeostasis regeneration are increasingly being explored therapeutic strategy to enhance muscle regeneration to induce myogenic differentiation induced pluripotent stem cell ipscs mechanism governing release muscle cell remain poorly described moreover muscle regeneration involves tightly regulated inflammatory response also important to determine how inflammation alters cargo function order to design more effective therapy to address knowledge gap isolated characterized large small ev lev sevs released skm cell basal condition response to inflammatory mediator elevated acute muscle injury chronic inflammatory condition such type diabetes then evaluated regenerative role ev subtypes vivo using mouse model muscle injury specific focus bioactive sphingolipid content using transmission scanning microscopy lipidomic profiling adenoviral construct to express labelled myotubes demonstrated skm cell release sevs lev primarily plasma membrane notably sevs were generated specialized membrane fold enriched ev marker alix interacting protein a well lipid lipid regeneration sevs promoted macrophage polarization migration muscle stem cell musc differentiation thereby accelerating muscle repair contrast lev inhibited promoted musc proliferation impaired transition to response essential step promoting musc differentiation treatment isolated muscle fibre revealed distinct effect sevs lev musc behaviour macrophage phenotype could be largely explained difference lipid composition particularly ratio subspecies however exposure altered ratio sevs impaired regenerative function musc effect macrophage migration polarization result demonstrate first time importance sphingolipid content ev released skeletal muscle regenerative function muscle tissue largely explained role carrier different subspecies suggests modulating sphingolipid composition ev could be viable strategy to enhance regenerative potential muscle tissue addition to therapeutic intervention	J Extracell Vesicles	01/09/2025
10.1186/s12944-025-02716-1	association atherogenic index plasma tinnitus evidence nhanes mediating role hypertension	Miao W; Wu C; Yuan D; Li Y; Wu T	background tinnitus is prevalent auditory disorder that significantly affect quality life emerging evidence suggesting connection metabolic dysregulation tinnitus pathogenesis atherogenic index plasma aip marker atherogenic lipid metabolism ha been associated cardiovascular disease risk remains underexplored context tinnitus objective study aimed to investigate relationship aip tinnitus prevalence adult to further examine hypertension mediates association method analyzed data participant national health nutrition examination survey nhanes tinnitus status wa determined aip wa calculated multivariable logistic regression model were used to assess association aip tinnitus stratified analysis mediation analysis were conducted to explore effect modification mediating role hypertension hypertension wa defined physician diagnosis use antihypertensive medication result elevated aip wa significantly associated increased risk tinnitus manner fully adjusted ci stronger association were observed younger participant female white smoker mediation analysis showed hypertension partially mediated association aip tinnitus accounting total effect conclusion higher aip is associated greater tinnitus prevalence hypertension serving partial mediator finding highlight potential value aip metabolic biomarker tinnitus risk stratification emphasize importance managing metabolic dysregulation tinnitus prevention	Lipids Health Dis	22/09/2025
10.1038/s41556-025-01749-z	membrane receptor cluster phosphatidylserine to activate phagocytosis	Boada-Romero E; Guy CS; Palacios G; Mari L; Poudel S; Li Z; Sharma P; Green DR	phagocytosis lap represents function autophagy protein which protein gabarap protein are lipidated phagosomes particle are engulfed phagocytic cell lap play role innate immunity inflammation anticancer response is initiated following phagocytosis particle that stimulate receptor tlr fc receptor a well following engulfment dying cell however how molecular process is initiated remains elusive here report receptor that engage lap enrich phosphatidylserine p phagosome membrane domain that are necessary sufficient lap to proceed subsequently p recruit complex to initiate enzymatic cascade leading to lap manipulation plasma membrane p content p binding rubicon domain receptor prevents lap delay phagosome maturation therefore initiation lap represents novel mechanism signal transduction following ligation surface receptor	Nat Cell Biol	22/09/2025
10.1111/all.70061	biologics to treat atopic dermatitis effectiveness safety future direction	de Bruin-Weller MS; Boesjes CM; Achten RA; Beck LA; Irvine AD; Vestergaard C; de Graaf M; van Wijk F; Bakker DS; Weidinger S	atopic dermatitis ad is one most common chronic inflammatory skin disease worldwide clinical presentation ad is heterogeneous is characterized relapsing remitting course most patient suffer mild ad approximately to experience severe disease activity which often requires systemic treatment systemic treatment option were limited to broad immunosuppressant which often had significant toxicity limited effectiveness advance understanding ad pathophysiology have led to development targeted biologic therapy including dupilumab tralokinumab lebrikizumab nemolizumab monoclonal antibody specifically block key cytokine involved ad improving disease control symptom relief dupilumab first approved biologic inhibits signaling tralokinumab lebrikizumab selectively block nemolizumab target which play crucial role pruritus review summarizes primarily data effectiveness safety biologics providing clinical guidance use management side effect also briefly discusses promising therapeutic target currently phase trial	Allergy	24/09/2025
10.1073/pnas.2506437122	increased expression improves skeletal muscle phenotype mouse	de Souza Leite F; Lambert MR; Zhang TY; Conner JR; Paulo JA; Oliveira SF; Guha Thakurta S; Bowles J; Gussoni E; Gygi SP; Widrick JJ; Kunkel LM	therapeutic strategy duchenne muscular dystrophy dmd will likely require complementary approach one possibility is to explore genetic modifier that improve muscle regeneration function beneficial effect overexpression were described escaper golden retriever muscular dystrophy grmd dog that had life validated zebrafish to clarify underlying biology overexpression dystrophic muscle generated transgenic mouse mdx model lack dystrophin overexpresses human striated muscle skeletal muscle mdx mdx mouse were studied time point expression mdx increased to time compared to mdx consequently mdx muscle were significantly bigger stronger dystrophic control increased number myofibers proteomics data show increased dysferlin mdx muscle association histone methyltransferase phenotype data support positive effect overexpression dystrophic muscle	Proc Natl Acad Sci U S A	30/09/2025
10.1001/jama.2024.3172	acetaminophen use pregnancy child risk autism adhd intellectual disability	Ahlqvist VH; Sjöqvist H; Dalman C; Karlsson H; Stephansson O; Johansson S; Magnusson C; Gardner RM; Lee BK	importance several study suggest acetaminophen paracetamol use pregnancy may increase risk neurodevelopmental disorder child true would have substantial implication management pain fever pregnancy objective to examine association acetaminophen use pregnancy child risk autism disorder adhd intellectual disability design setting participant nationwide cohort study sibling control analysis included sample child born to sweden december exposure use acetaminophen pregnancy prospectively recorded antenatal prescription record main outcome measure autism adhd intellectual disability based international classification disease ninth revision international classification disease tenth revision code health register result total child were exposed to acetaminophen pregnancy crude absolute risk year age not exposed v exposed to acetaminophen were v autism v adhd v intellectual disability model sibling control v use acetaminophen pregnancy wa associated marginally increased risk autism hazard ratio hr ci risk difference rd year age ci to adhd hr ci rd ci intellectual disability hr ci rd ci to to address unobserved confounding matched full sibling pair were also analyzed sibling control analysis found evidence acetaminophen use pregnancy wa associated autism hr ci rd ci to adhd hr ci rd ci to intellectual disability hr ci rd ci to similarly there wa evidence pattern sibling control analysis example autism compared use acetaminophen person low lt percentile medium percentile high gt percentile mean daily acetaminophen use had hr respectively conclusion relevance acetaminophen use pregnancy wa not associated child risk autism adhd intellectual disability sibling control analysis suggests association observed other model may have been attributable to familial confounding	JAMA	09/04/2024
10.1212/WNL.0000000000214144	intrinsic capacity defined using domain genetic risk incident parkinson disease prospective cohort study	Hu W; Tian G; Wang JN; Ma YB; Zheng ZA; Feng TJ; Niu XX; Yan YN; Liu BP; Jia CX	background objective intrinsic capacity ic world health measure healthy aging ha been linked to several neurologic disorder ha not been extrapolated to parkinson disease pd study aimed to explore association ic incident pd genetic risk modulated association method longitudinal analysis used data uk biobank prospective cohort study designed to investigate impact genetic environmental factor health outcome participant were voluntarily recruited assessment center united kingdom individual ic component data pd dementia baseline were included ic deficit score wa derived domain psychological exhaustion sleep duration sensory visual hearing impairment vitality grip strength weight loss locomotor function walking speed cognitive domain wa not assessed genetic risk wa estimated polygenic risk score incident pd wa identified using algorithm cox proportional hazard model were used to calculate hazard ratio hr ci result participant mean age sd year female included developed pd median year hr ci incident pd wa individual ic deficit score compared increment ic deficit wa associated ci increased risk pd low ic wa associated ci higher risk incident pd individual low ic high genetic risk were highest pd risk hr ci high genetic risk attenuated protective role high ic hr ci low risk v high risk interaction high ic wa still associated diminished risk pd group discussion high ic wa associated decreased risk pd even genetically individual absence cognitive domain may limit understanding association	Neurology	21/10/2025
10.1126/scitranslmed.ads5769	retinal polyunsaturated fatty acid supplementation revers vision decline mouse	Gao F; Tom E; Rydz C; Cho W; Kolesnikov AV; Sha Y; Papadam A; Jafari S; Joseph A; Ahanchi A; Balalaei Someh Saraei N; Lyon DC; Foik A; Nie Q; Grassmann F; Kefalov VJ; Skowronska-Krawczyk D	retina is uniquely enriched polyunsaturated fatty acid pufas primarily localized cell membrane where govern membrane biophysical property aging alteration lipid metabolism lead to reduced content very pufas retina which is associated normal reduction contrast sensitivity diminished photoreceptor function delayed dark adaptation recovery pathological macular degeneration amd elongation very long chain fatty encodes transmembrane protein that produce precursor to docosahexaenoic acid dha methylation status promoter is currently one best predictor chronological age here show lower abundance aged mouse retina is accompanied reduction visual function similarly mouse lacking enzymatic activity demonstrate reduced contrast sensitivity slower dark adaptation intravitreal supplementation direct product aged animal improved visual function to week reduced accumulation deposit gene expression pattern observed supplemented retina exhibited partial rejuvenation profile including decreased expression gene transcriptomic signature resembling younger retina last human genetic data iamdgc uk biobank linked two variant locus onset intermediate amd underlining translational importance finding work highlight supplementation potential therapeutic opportunity defines promising target intervention to prevent vision loss	Sci Transl Med	24/09/2025
10.1161/CIRCULATIONAHA.124.072312	pygm protects myocardial infarction enhancing glycogenolysis facilitating autophagic flux	Gan J; Zhao R; Zheng D; Peng Y; Wu M; Sun F; An R; Xu A; Chen M; Li Y; Lei W; Lin Z; Wu F	background pygm muscle glycogen phosphorylase enzyme glycogenolysis play indispensable role maintaining cardiac energy metabolism however role pygm pathogenesis myocardial infarction mi remains unclear method expression profile pygm cardiac tissue plasma sample subject mi were assessed using immunoblotting role pygm mi wa determined evaluating effect pygm deficiency replenishment pygm expression mouse mi result found circulating pygm level cardiac content were significantly decreased patient mi which wa associated impaired cardiac function loss pygm significantly exacerbated cardiac dysfunction damage mouse replenishment pygm profoundly reversed adverse effect mechanistically pygm enhanced glycogenolysis activating glycolysis pentose phosphate pathway thereby improving cardiac energy homeostasis mitigating oxidative stress addition pygm improved autophagic flux obstacle alleviated cardiac damage suppressing expression moreover genetic deficiency pharmacological blockage autophagy attenuated protective effect pygm cardiac injury knockdown substantially improved adverse impact mi cardiac dysfunction damage mouse conclusion pygm safeguard myocardial injury stimulating glycogenolysis promoting autophagic flux thus preserving myocardial energy homeostasis	Circulation	24/09/2025
10.1016/j.devcel.2025.07.002	emerging insight lineage plasticity pancreatic cancer initiation progression therapy resistance	Zhang X; Du Y; Behrens A; Lan L	lineage plasticity ability cell to switch one specialized identity to is fundamental cellular process embryonic development tissue regeneration process is often hijacked tumor cell various stage to facilitate cancer initiation progression metastasis therapy resistance is also recognized key contributor to intratumor heterogeneity ith pancreatic ductal adenocarcinoma pdac lineage plasticity is central to metaplasia adm associated reprogramming adr transition emt cancer stem cell csc regeneration molecular subtype rewiring mechanism generate diverse lineage trajectory shape pdac development progression therapeutic outcome review discus how normal tumor cell pancreatic epithelium acquire lineage plasticity implication pdac pathogenesis ith metastasis therapy resistance also highlight recent discovery suggesting potential therapeutic strategy targeting key regulator lineage plasticity pdac	Dev Cell	22/09/2025
10.1111/all.70060	distinct role human skin barrier dysfunction atopic dermatitis	D&#x27;Avino P; Kim J; Li M; Gessner P; Westermann P; Pat Y; Beha C; Traidl-Hoffmann C; Bost J; Gaudenzio N; Messner CB; Akdis CA; Mitamura Y	background atopic dermatitis ad is chronic inflammatory skin disease characterized eczema epithelial barrier dysfunction cytokine contributes to ad pathogenesis to date most skin study rely reconstructed keratinocytes which do not represent real skin response objective here report distinct effect human skin intact barrier immune cell method spatial transcriptomics skin wa performed ex vivo skin barrier integrity wa evaluated using electrical impedance spectroscopy eis untargeted proteomics complemented analysis skin biopsy ad patient result spatial transcriptomics demonstrated ad lesion showed reduced expression key barrier gene including flg disrupted skin barrier ex vivo human skin combining cytokine alone downregulated gene critical barrier function keratinization addition downregulated antimicrobial peptide upregulated interestingly reduced upregulated suggesting immune proteomic analysis confirmed three cytokine reduced expression key skin barrier protein particularly filaggrin dupilumab treatment ad patient month restored gene had limited effect pathway conclusion comprehensive study provides insight distinct immune profile following stimulation human skin highlighting complex interplay disrupting skin barrier function modulating innate immune response	Allergy	23/09/2025
10.1136/gutjnl-2025-335103	expansion corpus progenitor accelerates ulcer healing inhibits gastric dysplasia	Zheng B; Kobayashi H; Tu R; Huang K; Zhi X; Lian G; Wu F; Qian J; Ochiai Y; Waterbury QT; Malagola E; Lu J; Hata M; Zeng Y; Zheng H; Zhang P; Li S; Zamechek L; Wang X; Chen F; Wang TC	background receptor is expressed corpus isthmus progenitor parietal cell regulating acid secretion cell turnover however role gastrin progenitor mucosal regeneration remains unexplored objective to study role axis corpus progenitor gastric injury regeneration design generated mouse to trace corpus progenitor homeostasis injury condition hypogastrinaemia hypergastrinaemia injury model included acute ulceration chronic pylorus gastritis mnu exposure result hypergastrinaemia significantly expanded isthmus progenitor whereas hypogastrinaemia reduced gastric ulceration induced twofold elevation plasma gastrin day antral expansion complete ulcer healing day gastrin infusion proton pump inhibitor ppi treatment further elevated gastrin promoted complete ulcer healing day whereas ablation minimised gastrin impaired healing abrogated benefit ppi lt vagus nerve muscarinic receptor mediated gastrin elevation progenitor expansion ulcer healing ablation mouse increased colonisation exacerbated inflammation atrophy metaplasia dysplasia lt hypergastrinaemia wa protective similarly mnu model ablation worsened gastric pathology hypergastrinaemia mitigated conclusion report novel role gastrin ulcer healing hypogastrinaemia is risk factor poor ulcer healing corpus atrophy potentially cancer physiological gastrin response are protective hypergastrinaemia play key role ulcer healing gastrin signalling may prevent gastric preneoplasia	Gut	22/09/2025
10.1136/thorax-2024-222397	risk prediction drug target identification chronic obstructive pulmonary disease	Zhang Y; Ye Z; Yang S; Zhang Y; Huang Y; Xiang H; Wu Y; Zhang Y; Gan X; Qin X	background chronic obstructive pulmonary disease copd is leading cause global mortality yet existing risk prediction model remain limited study aimed to develop validate risk score copd comparing performance copd polygenic risk score prss clinical risk factor exploring underlying biological pathway causal association method study analysed uk biobank participant england training testing set validation cohort least absolute shrinkage selection operator regression identified predictive protein training set model performance assessed using harrell net reclassification improvement nri integrated discrimination improvement index idi pathway mendelian randomisation mr analysis explored biological mechanism causal effect result testing set developed risk score strongly predicted incident copd high accuracy ci to outperformed pr ci to matched clinical model ci to simplified panel retained robust performance ci to adding protein score to clinical factor improved risk reclassification nri idi mr analysis identified adm protective increased risk pathway analysis implicated inflammation extracellular remodelling protein matrix were central player interaction network similar result were found validation cohort conclusion protein biomarkers outperform genetic risk score complement clinical factor copd prediction streamlined panel offering clinical feasibility study identifies novel pathway causal therapeutic target further validation is needed prior to routine clinical implementation	Thorax	24/09/2025
10.1200/JCO-25-00925	outcome polarix study comparing patient diffuse large lymphoma	Morschhauser F; Salles G; Sehn LH; Herrera AF; Friedberg JW; Trněný M; Lenz G; Sharman JP; Herbaux C; Burke JM; Matasar M; Collins GP; Mehta-Shah N; Oberic L; Chauchet A; Jurczak W; Song Y; Pinto A; Rai S; Izutsu K; Greil R; Mykhalska L; Bergua-Burgués JM; Cheung MC; Shin HJ; Hapgood G; Munhoz E; Abrisqueta P; Gau JP; Jiang Y; McCall B; Chohan S; Sugidono M; Yan M; Batlevi CL; Tilly H; Flowers CR	polarix study identifier polatuzumab vedotin rituximab cyclophosphamide doxorubicin prednisone showed significant survival pfs benefit versus rituximab cyclophosphamide doxorubicin vincristine prednisone patient previously untreated diffuse large lymphoma dlbcl median month update sustained pfs benefit favoring were observed global population median month demonstrated significant pfs benefit hazard ratio hr ci to pfs rate ci to ci to respectively not statistically significant overall survival analysis showed hr ci to data cut compared ci to data cut expanded population patient had death arm respectively exploratory analysis showed favorable survival rate subgroup including activated dlbcl international prognostic index score tolerability wa similar treatment arm finding confirm represents standard care frontline treatment dlbcl	J Clin Oncol	24/09/2025
10.1002/edm2.70113	evaluating rate pancreatitis pancreatic cancer receptor agonist systematic review randomised controlled trial	Wen J; Nadora D; Bernstein E; How-Volkman C; Truong A; Joy B; Kou M; Muttalib Z; Alam A; Frezza E	aim evaluates rate cancer receptor agonist ra randomised controlled trial rcts method following preferred reporting item systematic review prisma systematic search wa performed pubmed embase cochrane library ra rcts that evaluated cancer wa conducted to evaluate risk analysis wa performed background medication result study utilising dulaglutide exenatide liraglutide semaglutide beinaglutide retatrutide tirzepatide patient mean age year to mean week to were included study showed significantly increased risk pancreatitis rr ci not when stratified background medication rr ci background medication rr ci pancreatic cancer ra use showed significant association rr ci however significant increase wa found background medication rr ci not rr ci conclusion ra carry slightly increased risk pancreatitis which is not significant when stratified background medication use overall risk pancreatic cancer wa not observed slight association wa found when stratified background medication however difference is likely minimal given numerous study excluded where treatment arm had zero event	Endocrinol Diabetes Metab	01/09/2025
10.1007/s10654-021-00754-4	prenatal postnatal exposure to acetaminophen relation to autism spectrum hyperactivity symptom childhood six european cohort	Alemany S; Avella-García C; Liew Z; García-Esteban R; Inoue K; Cadman T; López-Vicente M; González L; Riaño Galán I; Andiarena A; Casas M; Margetaki K; Strandberg-Larsen K; Lawlor DA; El Marroun H; Tiemeier H; Iñiguez C; Tardón A; Santa-Marina L; Júlvez J; Porta D; Chatzi L; Sunyer J	potential etiological role early acetaminophen exposure autism spectrum condition asc disorder adhd is inconclusive aimed to study association collaborative study six european cohort total pair were included study prenatal postnatal to month acetaminophen exposure wa assessed maternal questionnaire interview asc adhd symptom were assessed year age using validated instrument child were classified having symptom using recommended cutoff instrument hospital diagnosis were also available one cohort analysis were adjusted child maternal characteristic indication acetaminophen use adjusted effect estimate were combined using proportion child having symptom ranged asc adhd result indicated child prenatally exposed to acetaminophen were more likely to subsequently have borderline clinical asc ci adhd symptom ci compared to child boy girl showed higher odds asc adhd symptom prenatal exposure association were slightly stronger boy postnatal exposure to acetaminophen wa not associated asc adhd symptom result replicate previous work support providing clear information to pregnant woman partner potential risk acetaminophen use	Eur J Epidemiol	01/10/2021
10.1016/j.phymed.2025.157262	liquiritin alleviates parkinson disease inhibition ferroptosis	Cai Y; Huang G; Shan C; Zhang X; YuYan L; Fu Y; Ren M; Yan T; Xu M; Zhu L	background parkinson disease pd is progressive neurodegenerative disorder increasing global prevalence cs is chinese medicine compound reported neuroprotective property however precise bioactive constituent underlying mechanism cs context pd remain poorly defined purpose study aimed to systematically evaluate therapeutic potential cs characterize bioactive constituent elucidate potential molecular mechanism pd method network framework wa established to predict potential target cs pd pd mouse model were validated behavioral test histopathology staining immunohistochemistry ihc western blot wb machine learning roc curve analysis pinpointed key gene linked to cs pd functional enrichment highlighting possible pathway further validation wa performed using ihc gpx mda wb assay wa employed to characterize bioactive cs component followed druggability screening molecular docking molecular dynamic md simulation vitro cell exposed to were used to evaluate neuroprotective effect liquiritin liq principal active compound cs ldh oxidative stress marker gpx mda lipid peroxidation iron accumulation ferroorange wb additional validation ferroptosis modulation wa performed vivo vitro result multidisciplinary investigation employing prediction experimental validation consistently demonstrated neuroprotective effect cs pd mouse machine learning roc curve analysis vivo validation identified cs ameliorates pd inhibiting ferroptosis pparα activation intriguingly cs exhibited therapeutic potential counteracting pathological manifestation mouse integrated analysis involving druggability screening molecular docking md simulation demonstrated liq to be core bioactive compound cs mechanistic study revealed liq protects mpp ferroptosis cell activation pathway pharmacological inhibition pparα abolished liq protective effect ferroptosis pd progression definitively establishing pparα activation essential neuroprotection conclusion liq major bioactive component cs ameliorates pd pathology inhibiting ferroptosis activation signaling pathway finding uncover novel mechanism provide promising therapeutic framework prevention treatment pd	Phytomedicine	15/09/2025
