DOI	Title	Authors	Abstract	Journal	Date
10.1038/s41388-025-03569-9	Cancer-associated fibroblasts drive lung adenocarcinoma progression via THBS2-mediated epithelial-mesenchymal transition.	Ren Y; Ming R; Zuo A; Liu S; Ba Y; Zhang Y; Chen Y; Pan T; Luo P; Cheng Q; Deng J; Yue Y; Xu H; Weng S; Han X; Zhou D; Liu Z	The role of cancer-associated fibroblasts (CAFs) in the initiation and invasion phases of human lung adenocarcinoma (LUAD) development is not fully understood. In this study, we utilized single-cell RNA sequencing, spatial transcriptomics, and a combination of in vivo and in vitro models to decode the dynamics of tumor-stroma interactions during human LUAD progression, focusing primarily on adenocarcinoma in situ (AIS), minimally invasive adenocarcinoma (MIA), and invasive adenocarcinoma (IAC). We identified a matrix CAF (mCAF) subtype characterized by high THBS2 expression, which was closely associated with poor clinical outcomes, tumor recurrence, and the invasive dynamics of LUAD. Spatial transcriptomics and multiplex immunohistochemistry analysis revealed that this CAF subpopulation was closely associated with tumor cells, with clear spatial colocalization. In vivo and in vitro experiments demonstrated that THBS2 secreted by these mCAFs directly binds to SDC4 on tumor cells, enhancing tumor epithelial-mesenchymal transition (EMT) programs. This study highlights THBS2+ mCAFs as key regulators of tumor-stroma interactions and identifies the THBS2-SDC4-EMT axis as a potential therapeutic target in LUAD.	Oncogene	19/09/2025
10.1097/AOG.0000000000005802	Acetaminophen in Pregnancy and Attention-Deficit and Hyperactivity Disorder and Autism Spectrum Disorder.	Damkier P; Gram EB; Ceulemans M; Panchaud A; Cleary B; Chambers C; Weber-Schoendorfer C; Kennedy D; Hodson K; Grant KS; Diav-Citrin O; Običan SG; Shechtman S; Alwan S	Acetaminophen is a common over-the-counter medication that recently gained substantial media attention regarding its use by pregnant individuals. In this clinical perspective, we discuss the strengths and limitations of the published literature on the effect of maternal acetaminophen use in pregnancy on the child&#x27;s risk of developing attention-deficit and hyperactivity disorder (ADHD) and autism spectrum disorder (ASD). Studies included were specifically selected on the basis of the quality and validity of ADHD or ASD outcome definitions. From a total of 56 identified studies, commentaries, and editorials of relevance, we critically reviewed nine studies with original data that satisfied our inclusion criteria and three meta-analyses. Most studies that have reported positive findings are difficult to interpret because they have important biases, notably a high degree of selection bias, variability in selection and adjustment for various potential confounders, and unmeasured familial confounding. When unobserved familial confounding through sibling analysis was controlled for, associations weakened substantially. This suggests that residual confounding from shared genetic and environmental factors may have caused an upward bias in the original observations. According to the current scientific evidence, in utero exposure to acetaminophen is unlikely to confer a clinically important increased risk of childhood ADHD or ASD. The current level of evidence does not warrant changes to clinical guidelines on the treatment of fever or pain in pregnancy. Prospective research designed to account for familial and psychosocial environmental factors related to both maternal use of acetaminophen and children&#x27;s neurodevelopment should be undertaken.	Obstet Gynecol	01/02/2025
10.7759/cureus.26995	A Systematic Review of the Link Between Autism Spectrum Disorder and Acetaminophen: A Mystery to Resolve.	Khan FY; Kabiraj G; Ahmed MA; Adam M; Mannuru SP; Ramesh V; Shahzad A; Chaduvula P; Khan S	The purpose of this study is to review the published papers investigating maternal acetaminophen (AP) use during pregnancy and its effect on the offspring&#x27;s neurodevelopment, particularly autism spectrum disorders (ASD). Acetaminophen is an over-the-counter analgesic and antipyretic considered safe in pregnancy. Recent studies have found an association between acetaminophen and immune system alterations like asthma and adverse neurodevelopmental outcomes. We used online databases (PubMed/Medline/PubMed Central, Science Direct, and Google Scholar) to search the studies relevant to our topic. We screened the papers by titles, abstracts, and then full-text availability. The screened articles were checked for eligibility using relevant quality assessment tools for each study design, extracting and analyzing the data. We finalized 30 studies after the screening; 14 were ineligible. Our final selection included 16 high-quality papers - 13 prospective cohort studies, two review articles, and one meta-analysis. We found a wide range of neurodevelopmental outcomes in our data collection. So, we included autism spectrum disorders, intelligent quotient (IQ), attention-deficit/hyperactivity disorder (ADHD), isolated language, attention and executive function, communication, behavior, and psychomotor development. All studies showed an association between acetaminophen use and listed neurodevelopmental outcomes. Long-term use, increased dose, and frequency were associated with a stronger association. We extracted collective evidence from 16 studies suggesting acetaminophen&#x27;s role in developing adverse neurodevelopmental outcomes. It is urgent to do more research on this association before pregnant women can be cautioned about the precise use of acetaminophen.	Cureus	01/07/2022
10.1002/advs.202413170	Multiomics Analyses Reveal an Essential Role of Tryptophan in Treatment of csDMARDs in Rheumatoid Arthritis.	Jian C; Zhu J; Wu J; Zhang Y; Chen J; Wang H; Liu H; Xu K; Huang J; Zhu X; Wei Y; Li S; Wang T; Huang X; Zou Q; Zhang J; Su J; Du X; Lu Y; Zhou T; Zhou Y; Tang M; Li B; Zhou X; Wei Q; Yan Q; Zeng F	Rheumatoid arthritis (RA) is a autoimmune disease characterized by heterogeneity in response to conventional synthetic disease-modifying antirheumatic drugs (csDMARDs). This study aims to elucidate molecular differences in response mechanisms of RA patients to csDMARDs through multiomics approach, with particular focus on the role of tryptophan (Trp) in treatment. Plasma, fecal, and peripheral blood mononuclear cells (PBMCs) were collected for metabolomics, microbiomics, transcriptomics, single-cell transcriptomics, proteomics, and phosphoproteomics analyses. Additionally, in vitro/vivo experiments and controlled clinical trial were conducted to validate the findings. Comprehensive analysis revealed significant alterations in Trp-related metabolic profiles, microbiota composition, and immune cells, indicating the role of Trp in modulating therapeutic response to csDMARDs. In vitro experiments demonstrated that Trp significantly inhibited the proliferation of MH7A and PBMCs while reducing the secretion of IL-1β, IL-6, and TNF-α. Furthermore, in vivo studies showed that Trp treatment decreased arthritis scores and histological scores in mice. Clinical data further confirmed that dietary supplementation with Trp significantly improved disease activity scores and alleviated inflammatory in RA patients. This study highlights the crucial regulatory role of Trp in RA therapy, providing novel insights for optimizing clinical treatment strategies for RA.	Adv Sci (Weinh)	23/09/2025
10.1002/advs.202416575	Steroid Receptor Coactivator-1 Drives Tumor-Associated Macrophage Reprogramming by Mediating MMP12 Transcription in Pancreatic Cancer Perineural Invasion.	Cheng K; Liu L; Gong M; Ji Y; Bai C; Guo X; Chen H; Pan J; Zhang Y; Yuan Y	Perineural invasion (PNI) is a hallmark of pancreatic cancer aggressiveness. However, the feasibility of manipulating tumor-associated macrophage (TAM) reprogramming to influence PNI development remains unclear. Methods: Using in vitro (tumor-DRG co-culture) and in vivo (sciatic nerve injection) models coupled with protein identification by liquid chromatography-mass spectrometry (LC-MS) and ChIP-seq, the role of steroid receptor coactivator-1 (SRC-1) is investigated in TAM reprogramming and PNI. SRC-1 is up-regulated in TAMs and promotes PNI by binding to signal transducer and activator of transcription 1(STAT1) to enhance matrix metallopeptidase 12 (MMP12) transcription. SRC-1 knockdown attenuated M2-like characteristics in TAMs, reduced MMP12 secretion, and suppressed PNI. Importantly, blocking the SRC-1/STAT1/MMP12 axis (using SRC-1-KO TAMs or MMP12 inhibitors) attenuated PNI progression in vivo. SRC-1 reprograms TAMs via STAT1-mediated MMP12 activation to facilitate PNI. Targeting SRC-1 disrupts this axis and presents a novel therapeutic strategy against PNI in pancreatic cancer.	Adv Sci (Weinh)	23/09/2025
10.1073/pnas.2419888122	Triple checkpoint blockade of PD-1, Tim-3, and Lag-3 enhances adoptive T cell immunotherapy in a mouse model of ovarian cancer.	Alencar GF; Mohamed AO; Burnett MG; Jean SS; Nelson AR; Su Y; Voillet V; Bates BM; Rodgers Suarez M; Ruskin SL; Trieu L; Lam JL; Bekiranov S; Gottardo R; Greenberg PD; Anderson KG	The five-year survival rate for ovarian cancer patients remains below 50%, underscoring the need for innovative therapies. One promising approach involves engineering T cells to specifically target proteins uniquely overexpressed in tumors, thereby controlling tumor growth without toxicity to healthy tissues. Mesothelin (MSLN) contributes to the malignant and invasive phenotype in ovarian cancer and has limited expression in healthy cells, making it a candidate immunotherapy target. Our previous results in a mouse model of ovarian cancer demonstrated that T cells engineered to express a T cell receptor (TCR) targeting MSLN (TCR(MSLN)) mediated therapeutic activity, delaying tumor growth and prolonging mouse survival. However, inhibitory ligands expressed in the tumor microenvironment (TME) interacted with inhibitory receptors on activated T cells, suppressing antitumor function. We hypothesized combining engineered T cells with checkpoint blockade would enhance T cell function and improve therapeutic efficacy, but administration of monospecific antibodies targeting individual inhibitory pathways had no significant impact on T cell efficacy. By contrast, the combination of PD-1, Tim-3, and Lag-3 blockade with engineered T cells significantly improved T cell function and overall animal survival relative to treatment with antibody alone or TCR(MSLN) with singlet or doublet antibody combinations. Single-cell RNA sequencing revealed TCR(MSLN) T cells treated with the triplet antibody combination increased expression of genes involved in interferon responses and metabolic function, and reduced expression of genes associated with exhaustion. These results suggest that strategies to disrupt multiple inhibitory pathways simultaneously may be necessary for improved adoptive T cell therapy efficacy in patients.	Proc Natl Acad Sci U S A	30/09/2025
10.1016/j.intimp.2025.115557	Identification of ferroptosis-related genes as diagnostic biomarkers and therapeutic targets in sorafenib-resistant HCC via machine learning and experimental validation.	Zhang J; Geng W; Sun H; Chen J; Fan Y; Tan K	Liver cancer, particularly hepatocellular carcinoma (HCC), remains a significant health burden with poor survival rates due to late diagnosis and limited treatment options. Sorafenib, a multi-kinase inhibitor, is the standard first-line therapy for advanced HCC, but long-term use often leads to drug resistance. Ferroptosis, an iron-dependent form of regulated cell death, has emerged as a crucial target in cancer therapy, showing potential to enhance treatment efficacy and overcome drug resistance. Previous studies have demonstrated that sorafenib triggers ferroptosis in HCC cells and that ferroptosis plays a significant role in the development of sorafenib resistance. However, the intricate interplay between ferroptosis and sorafenib resistance remains poorly understood, hampering the development of effective therapeutic strategies. Our study focuses on the intricate interplay between ferroptosis and sorafenib resistance in HCC. Using the GSE109211 dataset, we identified differentially expressed ferroptosis-related genes associated with sorafenib resistance. Notably, these genes stratified sorafenib-resistant HCC patients into distinct subgroups with different drug sensitivities, immune cell infiltrations, and responses to chemotherapy and immunotherapy. Through machine learning algorithms, three hub genes (ECH1, SLC25A28 and ULK1) were identified to be closely associated with sorafenib resistance. A novel ferroptosis-related signature comprising these genes emerged as a robust diagnostic model, validated by ROC curve analysis, for predicting sorafenib resistance in HCC patients. Furthermore, experimental validation confirmed the upregulation of ECH1, SLC25A28 and ULK1 expressions in sorafenib-resistant HCC cells, with sorafenib treatment altering their expression profiles. Knockdown of ULK1 in sorafenib-resistant HCC cells potently enhanced sorafenib-induced ferroptosis, thereby alleviating sorafenib resistance. Our findings not only identify pivotal ferroptosis-related genes as diagnostic biomarkers for sorafenib resistance but also provide insights into the role of ferroptosis in modulating sorafenib responsiveness. This study offers a promising strategy to overcome sorafenib resistance and improve patient outcomes in HCC treatment, highlighting the potential of ferroptosis-targeted therapies in cancer management.	Int Immunopharmacol	21/09/2025
10.1038/s41467-025-64088-5	NR3C1-mediated epigenetic regulation suppresses astrocytic immune responses in mice.	Park S; Park H; Byun YG; Wei X; Eom J; Joo J; Lee AJ; Diao Y; Chung WS; Jung I	Astrocytes are critical contributors to brain disorders, yet the mechanisms underlying their selective vulnerability to specific diseases remain poorly understood. Here, we demonstrate that NR3C1 acts as a key regulator of early postnatal astrocyte development, shaping long-term immune responses in mice. Through integrative analyses of gene expression, chromatin accessibility, and long-range chromatin interactions, we identify 55 stage-specific TFs, with NR3C1 uniquely associated with early postnatal maturation. Although mice lacking astrocytic NR3C1 exhibit no detectable developmental abnormalities, these mice display heightened susceptibility to exacerbated immune responses following adult-onset experimental autoimmune encephalomyelitis (EAE). Many of the dysregulated EAE response genes are linked to candidate cis-regulatory elements altered by early NR3C1 loss, driving exacerbated inflammatory responses. Notably, only NR3C1 depletion during early, but not late, astrocyte development induces long-lasting epigenetic reprogramming that primes astrocytic immune responses.	Nat Commun	22/09/2025
10.1158/2159-8290.CD-24-0556	The molecular and functional landscape of resistance to FOLFIRI chemotherapy in metastatic colorectal cancer.	Avolio M; Leto SM; Sassi F; Lupo B; Grassi E; Catalano I; Zanella ER; Vurchio V; Cottino F; Tsantoulis PK; Lazzari L; Luraghi P; Ferri M; Galimi F; Berrino E; Bellomo SE; Viviani M; Sogari A; Mauri G; Tosi F; Cruciani F; Sartore-Bianchi A; Siena S; Borghi F; Torri V; Élez E; Tabernero J; Nieva M; Montagut C; Tarazona N; Cervantes A; Tejpar S; Bardelli A; Marchiò C; Marsoni S; Bertotti A; Trusolino L	The combination of 5-fluorouracil and irinotecan (FOLFIRI) remains a standard-of-care treatment for metastatic colorectal cancer (mCRC), yet benefits only about half of patients. Using patient-derived xenografts (PDXs), we investigated the biological underpinnings of this heterogeneous response. FOLFIRI-resistant models showed transcriptional upregulation of innate immunity and mitochondrial metabolism genes, together with reduced expression of the DNA polymerase POLD1. Sensitive counterparts exhibited a BRCAness-like phenotype with genomic scars of homologous recombination (HR) deficiency, not caused by genetic or epigenetic loss of HR genes but by low abundance of the RAD51 recombinase. In tumoroids, forced RAD51 overexpression attenuated HR deficiency-related scars and chemotherapy-induced damage, while HR inhibition through ATM blockade enhanced drug sensitivity. The predictive relevance of key response determinants was validated in clinical samples. This work illuminates functional, non-genetic facets of BRCAness in mCRC and introduces actionable biomarkers and targets, offering prospects to improve clinical decision-making and broaden therapeutic options for chemorefractory patients.	Cancer Discov	22/09/2025
10.1161/HYPERTENSIONAHA.107.098475	Effects of candesartan compared with amlodipine in hypertensive patients with high cardiovascular risks: candesartan antihypertensive survival evaluation in Japan trial.	Ogihara T; Nakao K; Fukui T; Fukiyama K; Ueshima K; Oba K; Sato T; Saruta T	The Candesartan Antihypertensive Survival Evaluation in Japan Trial was designed to compare the long-term effects of the angiotensin II receptor blocker candesartan and the calcium channel blocker amlodipine on the incidence of cardiovascular events, represented as a composite of sudden death and cerebrovascular, cardiac, renal, and vascular events in high-risk Japanese hypertensive patients. We conducted a prospective, randomized, open-label study with blinded assessment of the end point in 4728 Japanese hypertensive patients (mean age: 63.8 years; mean body mass index: 24.6 kg/m(2)). Patients were followed for an average of 3.2 years. Blood pressure was well controlled with both treatment-based regimens (systolic blood pressure/diastolic blood pressure: 136.1/77.3 mm Hg for candesartan-based regimens and 134.4/76.7 mm Hg for amlodipine-based regimens after 3 years). Primary cardiovascular events occurred in 134 patients with both the candesartan- and amlodipine-based regimens. The 2 treatment-based regimens produced no significant differences in cardiovascular morbidity or mortality in the high-risk Japanese hypertensive patients (hazard ratio: 1.01; 95% CI: 0.79 to 1.28; P=0.969). In each primary end point category, there was no significant difference between the 2 treatment-based regimens. New-onset diabetes occurred in fewer patients taking candesartan (8.7/1000 person-years) than in those taking amlodipine (13.6/1000 person-years), which resulted in a 36% relative risk reduction (hazard ratio: 0.64; 95% CI: 0.43 to 0.97; P=0.033). We disclosed that candesartan-based and amlodipine-based regimens produced no statistical differences in terms of the primary cardiovascular end point, whereas candesartan prevented new-onset diabetes more effectively than amlodipine.	Hypertension	01/02/2008
10.1016/j.phymed.2025.157246	Comparison of the efficacy and action mechanism of Chinese patent medicines for liver fibrosis and cirrhosis.	Fu L; Xie J; Wang Z; Jiang T; Zeng Y; Yan J; Sun R; Huang M; Du S; Wang X; Liu Y; Xi K; Chen A; Ma X; Zeng J; Efferth T	BACKGROUND: Liver fibrosis is a critical stage in liver disease progression and can advance to cirrhosis without appropriate treatment. Hepatitis B virus infection is the primary cause of liver fibrosis. Antiviral drugs, e.g., entecavir, are widely used to treat liver fibrosis and cirrhosis. Additionally, Chinese patent medicines, such as Biejiajian Pill (BJP), Liuwei Wuling Tablet (LWT), Fufang Biejia Ruangan Tablet (FFT), Fuzheng Huayu Capsule (FZC), and Anluo Huaxian Pill (AHP), demonstrate therapeutic effects. However, there is still insufficient evidence-based agreement on the most effective therapies and how they work. OBJECTIVE: This study aims to identify the most effective Chinese patent medicines for treating liver fibrosis and cirrhosis by combining network meta-analysis and network pharmacology. It also summarises and evaluates the potential mechanisms of effective treatment methods based on published clinical research data. The aim is to provide scientific evidence for clinical decision-making. Finally, these results were verified through experiments. The aim is to provide a scientific basis for clinical decision-making. METHODS: We conducted a comprehensive search of eight databases (PubMed, Web of Science, Excerpta Medica Database (EMBASE), Cochrane Library, China National Knowledge Infrastructure (CNKI), Weipu Database (VIP), and Wanfang) for studies published up to April 2025. After applying inclusion and exclusion criteria, clinical outcomes such as Hyaluronic Acid (HA), Laminin (LN), Type IV Collagen (IV-C), Type III Procollagen (PC-III), Aspartate Aminotransferase (AST), Alanine Aminotransferase (ALT), and Total Bilirubin (TBIL) were analyzed. A protein-protein interaction (PPI) network was constructed using network pharmacology, with core genes identified via CytoHubba in CytoScape 3.10.0. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analyses were used to explore the underlying mechanisms. Next, we validated these predictions using in vivo experiments, observing pathological changes through HE Staining, Masson&#x27;s Trichrome Staining, Picro Sirius Red Staining, and Immunohistochemistry, and performing protein expression analysis using Western blotting. RESULTS: A total of 380 studies involving 37,380 patients, were included. Surface Under the Cumulative Ranking Curve (SUCRA) and Rank 1 probability were used to assess the therapeutic efficacy of each prescription. For liver fibrosis, AHP was the most effective, followed by LWT, FZC, BJP, and FFT. In cirrhosis treatment, LWT was the most effective, followed by AHP, FZC, BJP, and FFT. Combined with network pharmacology analyses revealed that AHP and LWT might play a role in liver fibrosis and cirrhosis by regulating targets such as Signal Transducer and Activator of Transcription 3 (STAT3), Matrix Metallopeptidase 9 (MMP9), Protein kinase B (AKT1), etc. Animal experiments have shown that Chinese patent medicines such as LWT and AHP can significantly improve liver damage in mice and reduce the levels of Alpha-Smooth Muscle Actin (α-SMA), Transforming Growth Factor Beta (TGF-β), Fibronectin (FN), STAT3, and MMP9 in the CCL(4) group, while increasing the expression and content of AKT1. CONCLUSION: AHP and LWT are the most effective treatments for liver fibrosis and cirrhosis, respectively according to current network meta-analysis. LWT and AHP may play a role in liver fibrosis and cirrhosis by regulating targets such as STAT3, MMP9, and AKT1, providing a solid foundation for clinical treatment strategies.	Phytomedicine	11/09/2025
10.1002/mgg3.830	Genetics and genetic counseling in psychiatry: Results from an opinion survey of professionals and users.	Martorell L; Sanfeliu A; Blázquez A; Lojo E; Cortés MJ; de Pablo J; Vilella E	BACKGROUND: The heritability of several psychiatric disorders is high, and specific at-risk variants have been identified. Therefore, genetic counseling and genetic testing can be prescribed to some psychiatric patients, but these services are not standardized for most of the population. The aims of the study were to gather opinions from mental health professionals and users regarding (a) the genetics of psychiatric disorders and (b) the usefulness of a genetic counseling unit in psychiatry. METHODS: The survey was conducted in the province of Tarragona (Spain), and we analyzed 152 valid questionnaires from professionals and 959 from users. RESULTS: Sixty-one percent of professionals strongly believed that psychiatric disorders have a genetic basis, and 59% rated a genetic counseling unit in psychiatry as very or extremely useful. However, only a few professionals reported that patients asked them about the genetics of their diseases (12%) or the possibility of transmitting the disease to offspring (19%). Forty-seven percent of users strongly believed that psychiatric disorders have a genetic basis, 30% responded that they talked with their families about the genetics of their diseases, and 43% were worried about transmitting the disease to offspring; however, only 14% reported that their psychiatrist had talked to them about this topic. Remarkably, 80% of users would consider a genetic counseling unit very or extremely useful. CONCLUSIONS: The present study showed that mental health professionals were more aware of the genetic basis of psychiatric disorders than users, and both considered the implementation of a genetic counseling service very useful.	Mol Genet Genomic Med	01/08/2019
10.1016/j.lanhl.2025.100761	Bone quality response to lifestyle intervention in older adults with obesity (LIMB-Q trial): a randomised controlled trial.	Gregori G; Mediwala S; Liebschner M; Kim D; Bryant MS; Klonis N; Armamento-Villareal R; Qualls C; Villareal DT	BACKGROUND: Lifestyle interventions for weight loss might exacerbate age-related bone loss and osteoporosis. However, there is limited knowledge about their effects on bone quality. We examined whether lifestyle intervention can preserve or enhance bone quality, despite reductions in bone mineral density. METHODS: The Lifestyle Intervention to Improve Bone Quality (LIMB-Q) study was a randomised controlled trial conducted at Baylor College of Medicine and the Michael E DeBakey VA Medical Center (Houston, TX, USA) including older adults (aged 65-85 years) with obesity (BMI ≥30 kg/m(2)). Participants were randomly assigned to receive either an intensive lifestyle intervention (intensive lifestyle group, consisting of weight management plus exercise training) or healthy lifestyle (healthy lifestyle group, consisting of educational sessions on healthy diets). The co-primary outcomes were 12-month changes in (1) distal tibia cortical thickness, measured using high-resolution peripheral quantitative CT, and (2) hip bone strength (failure load), assessed via finite element analysis of CT scans. The primary endpoint was analysed by intention to treat (all randomly assigned patients). This trial is registered with ClinicalTrials.gov, NCT03329963 (completed). FINDINGS: Of 138 participants assessed for eligibility in person between Nov 9, 2017, and Nov 8, 2021, 120 were included in this study (mean age 71·4 years [SD 4·6]; 63 [53%] male and 57 [47%] female). At 12 months, weight loss was greater in the intensive lifestyle group than in the healthy lifestyle group (-11·6 kg [SE 0·5] vs -1·2 kg [0·5]). No group differences were noted in the change in distal tibia cortical thickness between the intensive lifestyle group (-0·013 mm [SE 0·026]) and the healthy lifestyle group (-0·002 mm [0·025]; between-group difference 0·027 [95% CI -0·066 to 0·120], p=0·40). The change in hip failure load at 12 months did not differ between the intensive lifestyle group (13 N [SE 25]) and the healthy lifestyle group (3 N [26]; between-group difference -6.9 N [95% CI -108 to 95], p=0·89). Exercise-related adverse events in the intensive lifestyle group included a small number of musculoskeletal events (falls [one participant], neck pain [two], and foot, shoulder, back, and leg pain [one each]). INTERPRETATION: Lifestyle intervention preserved bone quality in older adults with obesity during weight loss. Further research is needed to determine whether lifestyle interventions can reduce fracture risk in older adults with obesity. FUNDING: National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) and US Department of Veterans Affairs.	Lancet Healthy Longev	30/09/2026
10.1038/s41418-025-01589-2	USP2 promotes metabolic dysfunction-associated steatotic liver disease progression via stabilization of PPARγ.	Luo H; Zhu C; Wang Y; Dai Y; Hao P; Cai H; Bai W; Zhang Z; Wan J; Zhang Y; Sun Y; Zhang Z; Wu Y; Zhai Y; Wu W; Lei H; Xu H; He M; Wu Y	Metabolic dysfunction-associated steatotic liver disease (MASLD) is a leading cause of chronic liver disease worldwide, yet the molecular mechanisms underlying its pathogenesis are not fully understood. Here, we identify the deubiquitinating enzyme Ubiquitin-specific protease 2 (USP2) as a key regulator in hepatic lipid metabolism and MASLD progression. We show that USP2 expression is significantly upregulated in liver tissues from MASLD patients and high-fat diet (HFD)-induced mouse models. Usp2 knockout or pharmacological inhibition alleviates hepatic steatosis and improves systemic metabolic parameters both in vivo and in vitro. Strikingly, hepatocyte-targeted GalNAc-conjugated siRNA against Usp2 markedly attenuates MASLD in mouse models, highlighting therapeutic potential. Mechanistically, USP2 directly interacts with and stabilizes peroxisome proliferator-activated receptor γ (PPARγ) by removing K48-linked ubiquitin chains at lysine 161 within its DNA-binding domain, thereby preventing proteasomal degradation and enhancing its transcriptional activity. This USP2-PPARγ axis promotes hepatic lipid accumulation and drives MASLD progression. Our findings uncover a novel regulatory mechanism in MASLD pathogenesis and suggest that USP2 may represent a promising and druggable therapeutic target for metabolic liver disease.	Cell Death Differ	24/09/2025
10.4415/ANN_11_01_17	Rare diseases and orphan drugs.	Taruscio D; Capozzoli F; Frank C	According to the Regulation (EC) N. 141/2000 of the European Parliament and of the Council, rare diseases are life-threatening or chronically debilitating conditions, affecting no more than 5 in 10 000 persons in the European Community. It is estimated that between 6000 to 8000 distinct rare diseases affect up to 6% of the total EU population. Therefore, these conditions can be considered rare if taken individually but they affect a significant proportion of the European population when considered as a single group. Several initiatives have been undertaken at international, European and national level to tackle public health as well as research issues related to the prevention, diagnosis, treatment and surveillance of these diseases. The development of innovative and effective medical products for their diagnosis and treatment is frequently hampered by several factors, including the limited knowledge of their natural history, the difficulties in setting up clinical studies due to the limited numbers of patients affected by a specific disease, the weak interest of sponsors due to the restricted market opportunities. Therefore, incentives and other facilitations have been adopted in many parts of the world, including in the EU, in order to facilitate the development and commercialization of diagnostic tools and treatments devoted to rare diseases. This paper illustrates mainly the European initiatives and will discuss the problematic and controversial aspects surrounding orphan drugs. Finally, activities and measures adopted in Italy are presented.	Ann Ist Super Sanita	01/01/2011
10.1002/cre2.920	Evaluation of the Effects of Punica granatum Flower Tablets on Pain and Healing of Minor Recurrent Aphthous Stomatitis: A Randomized Clinical Trial.	Lavaee F; Parhizkar E; Tavakoli F; Zarshenas MM; Asmarian N	OBJECTIVES: The purpose of this study was to determine the therapeutic effect of the Punica granatum (PG) flower on recurrent aphthous stomatitis in comparison with corticosteroid therapy. MATERIALS AND METHODS: This cross-over randomized clinical trial was conducted on the patients who had been referred to Shiraz Dental School for their RAS in 2021. All the participants used both P. granatum flower tablets and Triadent a month apart for wash-out time and all compared themselves. In the experimental group, 30 patients received pomegranate flower tablets, three tablets daily, for 6 days. In the control group, oral paste Triadent has been prescribed three times a day for 6 days. The visual analog scale (VAS) and the size of RAS were evaluated on Days 0-6. Data were analyzed by SPSS version 21. The Wilcoxon test was used. RESULTS: The mean age of participants was 27.8 ± 14.77 years old. In this study, 15 patients (50%) were men and 15 patients (50%) were women. The mean value of VAS after using prescribed treatment in both evaluated groups on all days was significantly different such that the VAS values were lower for PG flower tablets than Triadent (p value &lt; 0.05). The size of oral lesions in participants who used PG flower tablets was significantly less than those who used Triadent on all evaluation days (p value &lt; 0.05) except on Day 1 (p value = 0.29). The descending slope of VAS from Days 1 to 6 for both Triadent and PG flower tablet users was significant and noticeable. (p value &lt; 0.05). CONCLUSION: According to the result of this study, both P. granatum flower tablet and Triadent are useful in reducing the size, period of healing, and VAS of patients with RAS, but the PG flower tablet is more effective.	Clin Exp Dent Res	01/08/2024
10.7326/ANNALS-24-00960-JC	Acetaminophen use during pregnancy was not linked to autism, ADHD, or intellectual disability in offspring.	Worringer E; Rowland K	Ahlqvist VH, Sjöqvist H, Dalman C, et al. Acetaminophen use during pregnancy and children&#x27;s risk of autism, ADHD, and intellectual disability. JAMA. 2024;331:1205-1214. 38592388.	Ann Intern Med	01/08/2024
10.2337/db25-0492	Combined Weight Loss and Exercise Training Alters Skeletal Muscle Subcellular Lipid Localization and Intermuscular Adipose Tissue Cellular Composition.	Zemski Berry K; Garfield A; Whytock KL; Macias E; Zarini S; Jambal P; Stepaniak T; Bowen S; Perreault L; Johnson C; Kahn D; Kerege A; Tamburini IJ; Nguyen CM; Viesi CH; Seldin M; Sun Y; Walsh M; Sparks LM; Bergman BC	Subcellular lipid accumulation and intermuscular adipose tissue (IMAT) accumulation are associated with insulin resistance, but the impact of combined weight loss and exercise training on localization of lipids and IMAT cellular composition is not known. Twenty-one adults with obesity (18 female and 3 male; 46 ± 2 years; 35.0 ± 0.9 kg/m2) completed a 3-month supervised weight loss and exercise training intervention. Insulin sensitivity was measured using a hyperinsulinemic-euglycemic clamp, and basal and insulin-stimulated vastus lateralis biopsies were collected pre- and postintervention. After the intervention, body weight and body fat decreased (11 ± 1% and 9 ± 1%, respectively), while VO2 peak and insulin sensitivity increased (14 ± 3% and 68 ± 14%, respectively). Lipidomics revealed reduced sarcolemmal and nuclear triglycerides, with unchanged whole-muscle triglycerides. Whole-muscle diacylglycerols increased because of increased nuclear 1,2-diacylglycerols without PKCε, PKCθ, or PKCδ activation. Whole-muscle sphingolipid levels increased because of cytosolic accumulation. Single-nuclei RNA sequencing showed altered IMAT cellular composition, including increased fibro-adipogenic progenitors, vascular cells, and macrophages, and decreased preadipocytes. Bulk muscle RNA sequencing indicated upregulation of genes related to muscle remodeling and cellular respiration, and there were changes in the relationship between nuclear diacylglycerols and gene expression postintervention. These findings dissociate improvements in insulin sensitivity from total muscle diacylglycerol and sphingolipid levels and highlight roles for subcellular lipid redistribution and IMAT remodeling in insulin sensitization. ARTICLE HIGHLIGHTS: Evaluation of subcellular fractionated muscle revealed decreases in sarcolemmal and nuclear triglycerides and increases in nuclear diacylglycerols and cytosolic sphingolipids postintervention. Weight loss revealed alteration in the cellular composition of intermuscular adipose tissue and upregulation of genes related to muscle remodeling and cellular respiration. These findings dissociate improvements in insulin sensitivity from total muscle 1,2-diacylglycerol and sphingolipid levels and highlight roles of intermuscular adipose tissue remodeling for enhanced insulin sensitivity.	Diabetes	22/09/2025
